test_type,Model_Name,Predicted_Latitude1,Predicted_Longitude1,Predicted_Latitude2,Predicted_Longitude2,Predicted_Latitude3,Predicted_Longitude3,Predicted_Latitude4,Predicted_Longitude4,Predicted_Latitude5,Predicted_Longitude5
Extreme,geo_predictor_nn_653e_206b_939k.pth,40.29698,-19.7612,40.29698,-19.7612,40.29698,-19.7612,40.29698,-19.7612,40.29698,-19.7612
Extreme,geo_predictor_nn_653e_206b_939k.pth,37.591415,27.22998,37.591415,27.22998,37.591415,27.22998,37.591415,27.22998,37.591415,27.22998
Extreme,geo_predictor_nn_653e_206b_965k.pth,8.861351,73.82019,8.861351,73.82019,8.861351,73.82019,8.861351,73.82019,8.861351,73.82019
Extreme,geo_predictor_nn_653e_206b_965k.pth,56.855957,18.508408,56.855957,18.508408,56.855957,18.508408,56.855957,18.508408,56.855957,18.508408
Extreme,geo_predictor_nn_653e_206b_965k.pth,66.16739,33.648056,66.16739,33.648056,66.16739,33.648056,66.16739,33.648056,66.16739,33.648056
Extreme,geo_predictor_nn_653e_206b_965k.pth,42.57596,-14.24115,42.57596,-14.24115,42.57596,-14.24115,42.57596,-14.24115,42.57596,-14.24115
Extreme,geo_predictor_nn_653e_206b_965k.pth,37.95137,26.775696,37.95137,26.775696,37.95137,26.775696,37.95137,26.775696,37.95137,26.775696
Extreme,geo_predictor_nn_653e_206b_975k.pth,8.593643,77.89197,8.593643,77.89197,8.593643,77.89197,8.593643,77.89197,8.593643,77.89197
Extreme,geo_predictor_nn_653e_206b_975k.pth,64.31741,30.037292,64.31741,30.037292,64.31741,30.037292,64.31741,30.037292,64.31741,30.037292
Extreme,geo_predictor_nn_653e_206b_975k.pth,67.22443,44.10045,67.22443,44.10045,67.22443,44.10045,67.22443,44.10045,67.22443,44.10045
Extreme,geo_predictor_nn_653e_206b_975k.pth,27.000244,-79.39532,27.000244,-79.39532,27.000244,-79.39532,27.000244,-79.39532,27.000244,-79.39532
Extreme,geo_predictor_nn_653e_206b_975k.pth,39.909027,21.184525,39.909027,21.184525,39.909027,21.184525,39.909027,21.184525,39.909027,21.184525
Extreme,geo_predictor_nn_653e_206b_975k_1748018947.pth,8.7575,79.75995,8.7575,79.75995,8.7575,79.75995,8.7575,79.75995,8.7575,79.75995
Extreme,geo_predictor_nn_653e_206b_975k_1748018947.pth,58.863953,27.867996,58.863953,27.867996,58.863953,27.867996,58.863953,27.867996,58.863953,27.867996
Extreme,geo_predictor_nn_653e_206b_975k_1748018947.pth,62.839447,35.212692,62.839447,35.212692,62.839447,35.212692,62.839447,35.212692,62.839447,35.212692
Extreme,geo_predictor_nn_653e_206b_975k_1748018947.pth,5.3251953,-27.13646,5.3251953,-27.13646,5.3251953,-27.13646,5.3251953,-27.13646,5.3251953,-27.13646
Extreme,geo_predictor_nn_653e_206b_975k_1748018947.pth,37.166344,26.240921,37.166344,26.240921,37.166344,26.240921,37.166344,26.240921,37.166344,26.240921
Extreme,geo_predictor_nn_653e_206b_997k.pth,4.75206,55.55661,4.75206,55.55661,4.75206,55.55661,4.75206,55.55661,4.75206,55.55661
Extreme,geo_predictor_nn_653e_206b_997k.pth,57.952164,48.59195,57.952164,48.59195,57.952164,48.59195,57.952164,48.59195,57.952164,48.59195
Extreme,geo_predictor_nn_653e_206b_997k.pth,67.86188,41.98703,67.86188,41.98703,67.86188,41.98703,67.86188,41.98703,67.86188,41.98703
Extreme,geo_predictor_nn_653e_206b_997k.pth,31.074356,-38.540802,31.074356,-38.540802,31.074356,-38.540802,31.074356,-38.540802,31.074356,-38.540802
Extreme,geo_predictor_nn_653e_206b_997k.pth,37.69397,28.2686,37.69397,28.2686,37.69397,28.2686,37.69397,28.2686,37.69397,28.2686
Extreme,geo_predictor_nn_666e_256b_965k.pth,4.0391617,67.7269,4.0391617,67.7269,4.0391617,67.7269,4.0391617,67.7269,4.0391617,67.7269
Extreme,geo_predictor_nn_666e_256b_965k.pth,55.965927,22.44809,55.965927,22.44809,55.965927,22.44809,55.965927,22.44809,55.965927,22.44809
Extreme,geo_predictor_nn_666e_256b_965k.pth,61.901,40.10672,61.901,40.10672,61.901,40.10672,61.901,40.10672,61.901,40.10672
Extreme,geo_predictor_nn_666e_256b_965k.pth,36.732376,10.863419,36.732376,10.863419,36.732376,10.863419,36.732376,10.863419,36.732376,10.863419
Extreme,geo_predictor_nn_666e_256b_965k.pth,41.127563,18.04448,41.127563,18.04448,41.127563,18.04448,41.127563,18.04448,41.127563,18.04448
Extreme,geo_predictor_nn_690e_256b_1748k.pth,9.066444,80.03046,9.066444,80.03046,9.066444,80.03046,9.066444,80.03046,9.066444,80.03046
Extreme,geo_predictor_nn_690e_256b_1748k.pth,49.3759,15.704712,49.3759,15.704712,49.3759,15.704712,49.3759,15.704712,49.3759,15.704712
Extreme,geo_predictor_nn_690e_256b_1748k.pth,61.73282,26.279709,61.73282,26.279709,61.73282,26.279709,61.73282,26.279709,61.73282,26.279709
Extreme,geo_predictor_nn_690e_256b_1748k.pth,15.1604,-18.940277,15.1604,-18.940277,15.1604,-18.940277,15.1604,-18.940277,15.1604,-18.940277
Extreme,geo_predictor_nn_690e_256b_1748k.pth,38.456238,26.132507,38.456238,26.132507,38.456238,26.132507,38.456238,26.132507,38.456238,26.132507
Extreme,geo_predictor_nn_712e_217b_950k.pth,6.567894,71.371445,6.567894,71.371445,6.567894,71.371445,6.567894,71.371445,6.567894,71.371445
Extreme,geo_predictor_nn_712e_217b_950k.pth,59.445007,29.832489,59.445007,29.832489,59.445007,29.832489,59.445007,29.832489,59.445007,29.832489
Extreme,geo_predictor_nn_712e_217b_950k.pth,64.473434,46.895844,64.473434,46.895844,64.473434,46.895844,64.473434,46.895844,64.473434,46.895844
Extreme,geo_predictor_nn_712e_217b_950k.pth,8.618423,-59.461304,8.618423,-59.461304,8.618423,-59.461304,8.618423,-59.461304,8.618423,-59.461304
Extreme,geo_predictor_nn_712e_217b_950k.pth,37.34282,24.303833,37.34282,24.303833,37.34282,24.303833,37.34282,24.303833,37.34282,24.303833
Extreme,geo_predictor_nn_712e_217b_981k.pth,7.4498672,77.08621,7.4498672,77.08621,7.4498672,77.08621,7.4498672,77.08621,7.4498672,77.08621
Extreme,geo_predictor_nn_712e_217b_981k.pth,62.093964,29.341705,62.093964,29.341705,62.093964,29.341705,62.093964,29.341705,62.093964,29.341705
Extreme,geo_predictor_nn_712e_217b_981k.pth,62.589874,34.82866,62.589874,34.82866,62.589874,34.82866,62.589874,34.82866,62.589874,34.82866
Extreme,geo_predictor_nn_712e_217b_981k.pth,23.836044,-19.984924,23.836044,-19.984924,23.836044,-19.984924,23.836044,-19.984924,23.836044,-19.984924
Extreme,geo_predictor_nn_712e_217b_981k.pth,37.540024,24.127563,37.540024,24.127563,37.540024,24.127563,37.540024,24.127563,37.540024,24.127563
Extreme,geo_predictor_nn_729e_256b_958k.pth,7.66082,71.70828,7.66082,71.70828,7.66082,71.70828,7.66082,71.70828,7.66082,71.70828
Extreme,geo_predictor_nn_729e_256b_958k.pth,58.74759,26.377823,58.74759,26.377823,58.74759,26.377823,58.74759,26.377823,58.74759,26.377823
Extreme,geo_predictor_nn_729e_256b_958k.pth,62.484406,36.95157,62.484406,36.95157,62.484406,36.95157,62.484406,36.95157,62.484406,36.95157
Extreme,geo_predictor_nn_729e_256b_958k.pth,23.090912,-52.70169,23.090912,-52.70169,23.090912,-52.70169,23.090912,-52.70169,23.090912,-52.70169
Extreme,geo_predictor_nn_729e_256b_958k.pth,38.782166,24.104172,38.782166,24.104172,38.782166,24.104172,38.782166,24.104172,38.782166,24.104172
Extreme,geo_predictor_nn_750e_256b_1006k.pth,9.06929,80.18173,9.06929,80.18173,9.06929,80.18173,9.06929,80.18173,9.06929,80.18173
Extreme,geo_predictor_nn_750e_256b_1006k.pth,55.61963,33.25305,55.61963,33.25305,55.61963,33.25305,55.61963,33.25305,55.61963,33.25305
Extreme,geo_predictor_nn_750e_256b_1006k.pth,62.86429,36.490906,62.86429,36.490906,62.86429,36.490906,62.86429,36.490906,62.86429,36.490906
Extreme,geo_predictor_nn_750e_256b_1006k.pth,24.513268,-70.12452,24.513268,-70.12452,24.513268,-70.12452,24.513268,-70.12452,24.513268,-70.12452
Extreme,geo_predictor_nn_750e_256b_1006k.pth,38.15326,26.321838,38.15326,26.321838,38.15326,26.321838,38.15326,26.321838,38.15326,26.321838
Extreme,geo_predictor_nn_750e_256b_1007k.pth,4.4025345,51.477234,4.4025345,51.477234,4.4025345,51.477234,4.4025345,51.477234,4.4025345,51.477234
Extreme,geo_predictor_nn_750e_256b_1007k.pth,57.930313,19.45082,57.930313,19.45082,57.930313,19.45082,57.930313,19.45082,57.930313,19.45082
Extreme,geo_predictor_nn_750e_256b_1007k.pth,65.898346,20.518082,65.898346,20.518082,65.898346,20.518082,65.898346,20.518082,65.898346,20.518082
Extreme,geo_predictor_nn_750e_256b_1007k.pth,47.29599,-5.752136,47.29599,-5.752136,47.29599,-5.752136,47.29599,-5.752136,47.29599,-5.752136
Extreme,geo_predictor_nn_750e_256b_1007k.pth,37.917206,22.613647,37.917206,22.613647,37.917206,22.613647,37.917206,22.613647,37.917206,22.613647
Extreme,geo_predictor_nn_750e_256b_1008k.pth,10.718552,72.94565,10.718552,72.94565,10.718552,72.94565,10.718552,72.94565,10.718552,72.94565
Extreme,geo_predictor_nn_750e_256b_1008k.pth,59.22731,34.195084,59.22731,34.195084,59.22731,34.195084,59.22731,34.195084,59.22731,34.195084
Extreme,geo_predictor_nn_750e_256b_1008k.pth,65.19678,33.77823,65.19678,33.77823,65.19678,33.77823,65.19678,33.77823,65.19678,33.77823
Extreme,geo_predictor_nn_750e_256b_1008k.pth,30.976578,-62.97834,30.976578,-62.97834,30.976578,-62.97834,30.976578,-62.97834,30.976578,-62.97834
Extreme,geo_predictor_nn_750e_256b_1008k.pth,38.127228,27.070953,38.127228,27.070953,38.127228,27.070953,38.127228,27.070953,38.127228,27.070953
Extreme,geo_predictor_nn_750e_256b_936k.pth,9.167984,80.66272,9.167984,80.66272,9.167984,80.66272,9.167984,80.66272,9.167984,80.66272
Extreme,geo_predictor_nn_750e_256b_936k.pth,56.06418,21.37584,56.06418,21.37584,56.06418,21.37584,56.06418,21.37584,56.06418,21.37584
Extreme,geo_predictor_nn_750e_256b_936k.pth,64.57214,34.00229,64.57214,34.00229,64.57214,34.00229,64.57214,34.00229,64.57214,34.00229
Extreme,geo_predictor_nn_750e_256b_936k.pth,6.242592,-27.086945,6.242592,-27.086945,6.242592,-27.086945,6.242592,-27.086945,6.242592,-27.086945
Extreme,geo_predictor_nn_750e_256b_936k.pth,35.6838,31.015884,35.6838,31.015884,35.6838,31.015884,35.6838,31.015884,35.6838,31.015884
Extreme,geo_predictor_nn_750e_256b_975k.pth,8.666969,76.74371,8.666969,76.74371,8.666969,76.74371,8.666969,76.74371,8.666969,76.74371
Extreme,geo_predictor_nn_750e_256b_975k.pth,58.664474,30.31749,58.664474,30.31749,58.664474,30.31749,58.664474,30.31749,58.664474,30.31749
Extreme,geo_predictor_nn_750e_256b_975k.pth,62.990295,40.457413,62.990295,40.457413,62.990295,40.457413,62.990295,40.457413,62.990295,40.457413
Extreme,geo_predictor_nn_750e_256b_975k.pth,28.810852,-37.487793,28.810852,-37.487793,28.810852,-37.487793,28.810852,-37.487793,28.810852,-37.487793
Extreme,geo_predictor_nn_750e_256b_975k.pth,36.875137,27.106613,36.875137,27.106613,36.875137,27.106613,36.875137,27.106613,36.875137,27.106613
Extreme,geo_predictor_nn_750e_444b_839k.pth,2.065773,57.605713,2.065773,57.605713,2.065773,57.605713,2.065773,57.605713,2.065773,57.605713
Extreme,geo_predictor_nn_750e_444b_839k.pth,57.567047,24.535904,57.567047,24.535904,57.567047,24.535904,57.567047,24.535904,57.567047,24.535904
Extreme,geo_predictor_nn_750e_444b_839k.pth,63.740845,35.490128,63.740845,35.490128,63.740845,35.490128,63.740845,35.490128,63.740845,35.490128
Extreme,geo_predictor_nn_750e_444b_839k.pth,31.101768,-56.587585,31.101768,-56.587585,31.101768,-56.587585,31.101768,-56.587585,31.101768,-56.587585
Extreme,geo_predictor_nn_750e_444b_839k.pth,39.229675,21.363297,39.229675,21.363297,39.229675,21.363297,39.229675,21.363297,39.229675,21.363297
Extreme,geo_predictor_nn_750e_444b_860k.pth,6.3203125,75.53842,6.3203125,75.53842,6.3203125,75.53842,6.3203125,75.53842,6.3203125,75.53842
Extreme,geo_predictor_nn_750e_444b_860k.pth,56.36374,24.048141,56.36374,24.048141,56.36374,24.048141,56.36374,24.048141,56.36374,24.048141
Extreme,geo_predictor_nn_750e_444b_860k.pth,63.282425,34.94896,63.282425,34.94896,63.282425,34.94896,63.282425,34.94896,63.282425,34.94896
Extreme,geo_predictor_nn_750e_444b_860k.pth,49.167465,-16.544434,49.167465,-16.544434,49.167465,-16.544434,49.167465,-16.544434,49.167465,-16.544434
Extreme,geo_predictor_nn_750e_444b_860k.pth,39.72383,21.354935,39.72383,21.354935,39.72383,21.354935,39.72383,21.354935,39.72383,21.354935
Extreme,geo_predictor_nn_750e_444b_869k.pth,8.657249,76.76538,8.657249,76.76538,8.657249,76.76538,8.657249,76.76538,8.657249,76.76538
Extreme,geo_predictor_nn_750e_444b_869k.pth,54.69893,26.748505,54.69893,26.748505,54.69893,26.748505,54.69893,26.748505,54.69893,26.748505
Extreme,geo_predictor_nn_750e_444b_869k.pth,59.59436,46.24002,59.59436,46.24002,59.59436,46.24002,59.59436,46.24002,59.59436,46.24002
Extreme,geo_predictor_nn_750e_444b_869k.pth,34.454277,-34.12097,34.454277,-34.12097,34.454277,-34.12097,34.454277,-34.12097,34.454277,-34.12097
Extreme,geo_predictor_nn_750e_444b_869k.pth,38.823242,21.222488,38.823242,21.222488,38.823242,21.222488,38.823242,21.222488,38.823242,21.222488
Extreme,geo_predictor_nn_750e_444b_904k.pth,7.055046,77.82068,7.055046,77.82068,7.055046,77.82068,7.055046,77.82068,7.055046,77.82068
Extreme,geo_predictor_nn_750e_444b_904k.pth,56.602463,29.061127,56.602463,29.061127,56.602463,29.061127,56.602463,29.061127,56.602463,29.061127
Extreme,geo_predictor_nn_750e_444b_904k.pth,64.301575,29.95932,64.301575,29.95932,64.301575,29.95932,64.301575,29.95932,64.301575,29.95932
Extreme,geo_predictor_nn_750e_444b_904k.pth,19.375954,-35.795853,19.375954,-35.795853,19.375954,-35.795853,19.375954,-35.795853,19.375954,-35.795853
Extreme,geo_predictor_nn_750e_444b_904k.pth,38.533386,21.307983,38.533386,21.307983,38.533386,21.307983,38.533386,21.307983,38.533386,21.307983
Extreme,geo_predictor_nn_750e_512b_727k.pth,11.204643,80.03653,11.204643,80.03653,11.204643,80.03653,11.204643,80.03653,11.204643,80.03653
Extreme,geo_predictor_nn_750e_512b_727k.pth,62.975952,29.210892,62.975952,29.210892,62.975952,29.210892,62.975952,29.210892,62.975952,29.210892
Extreme,geo_predictor_nn_750e_512b_727k.pth,62.911865,44.095444,62.911865,44.095444,62.911865,44.095444,62.911865,44.095444,62.911865,44.095444
Extreme,geo_predictor_nn_750e_512b_727k.pth,44.841766,-34.20302,44.841766,-34.20302,44.841766,-34.20302,44.841766,-34.20302,44.841766,-34.20302
Extreme,geo_predictor_nn_750e_512b_727k.pth,40.707855,20.304413,40.707855,20.304413,40.707855,20.304413,40.707855,20.304413,40.707855,20.304413
Extreme,geo_predictor_nn_750e_512b_776k.pth,6.5222626,72.620056,6.5222626,72.620056,6.5222626,72.620056,6.5222626,72.620056,6.5222626,72.620056
Extreme,geo_predictor_nn_750e_512b_776k.pth,60.744278,23.63826,60.744278,23.63826,60.744278,23.63826,60.744278,23.63826,60.744278,23.63826
Extreme,geo_predictor_nn_750e_512b_776k.pth,64.50195,42.12346,64.50195,42.12346,64.50195,42.12346,64.50195,42.12346,64.50195,42.12346
Extreme,geo_predictor_nn_750e_512b_776k.pth,34.029648,-42.73111,34.029648,-42.73111,34.029648,-42.73111,34.029648,-42.73111,34.029648,-42.73111
Extreme,geo_predictor_nn_750e_512b_776k.pth,38.93698,21.055359,38.93698,21.055359,38.93698,21.055359,38.93698,21.055359,38.93698,21.055359
Extreme,geo_predictor_nn_800e_64b_1021k.pth,10.879021,83.77704,10.879021,83.77704,10.879021,83.77704,10.879021,83.77704,10.879021,83.77704
Extreme,geo_predictor_nn_800e_64b_1021k.pth,58.48372,28.086151,58.48372,28.086151,58.48372,28.086151,58.48372,28.086151,58.48372,28.086151
Extreme,geo_predictor_nn_800e_64b_1021k.pth,62.359436,25.992401,62.359436,25.992401,62.359436,25.992401,62.359436,25.992401,62.359436,25.992401
Extreme,geo_predictor_nn_800e_64b_1021k.pth,34.94272,-79.97781,34.94272,-79.97781,34.94272,-79.97781,34.94272,-79.97781,34.94272,-79.97781
Extreme,geo_predictor_nn_800e_64b_1021k.pth,37.17672,27.11911,37.17672,27.11911,37.17672,27.11911,37.17672,27.11911,37.17672,27.11911
Extreme,geo_predictor_nn_800e_64b_924k.pth,10.387154,78.924225,10.387154,78.924225,10.387154,78.924225,10.387154,78.924225,10.387154,78.924225
Extreme,geo_predictor_nn_800e_64b_924k.pth,56.386627,20.790878,56.386627,20.790878,56.386627,20.790878,56.386627,20.790878,56.386627,20.790878
Extreme,geo_predictor_nn_800e_64b_924k.pth,63.610596,41.814056,63.610596,41.814056,63.610596,41.814056,63.610596,41.814056,63.610596,41.814056
Extreme,geo_predictor_nn_800e_64b_924k.pth,29.052116,-78.20664,29.052116,-78.20664,29.052116,-78.20664,29.052116,-78.20664,29.052116,-78.20664
Extreme,geo_predictor_nn_800e_64b_924k.pth,38.614014,21.070374,38.614014,21.070374,38.614014,21.070374,38.614014,21.070374,38.614014,21.070374
Extreme,geo_predictor_nn_888e_256b_953k.pth,8.692596,78.06958,8.692596,78.06958,8.692596,78.06958,8.692596,78.06958,8.692596,78.06958
Extreme,geo_predictor_nn_888e_256b_953k.pth,61.92636,38.54651,61.92636,38.54651,61.92636,38.54651,61.92636,38.54651,61.92636,38.54651
Extreme,geo_predictor_nn_888e_256b_953k.pth,67.006775,46.988907,67.006775,46.988907,67.006775,46.988907,67.006775,46.988907,67.006775,46.988907
Extreme,geo_predictor_nn_888e_256b_953k.pth,35.4886,-53.396828,35.4886,-53.396828,35.4886,-53.396828,35.4886,-53.396828,35.4886,-53.396828
Extreme,geo_predictor_nn_888e_256b_953k.pth,37.64894,27.431274,37.64894,27.431274,37.64894,27.431274,37.64894,27.431274,37.64894,27.431274
Extreme,geo_predictor_nn_897e_256b_956k.pth,7.618805,76.68463,7.618805,76.68463,7.618805,76.68463,7.618805,76.68463,7.618805,76.68463
Extreme,geo_predictor_nn_897e_256b_956k.pth,61.417725,37.954803,61.417725,37.954803,61.417725,37.954803,61.417725,37.954803,61.417725,37.954803
Extreme,geo_predictor_nn_897e_256b_956k.pth,64.1579,33.998642,64.1579,33.998642,64.1579,33.998642,64.1579,33.998642,64.1579,33.998642
Extreme,geo_predictor_nn_897e_256b_956k.pth,19.977478,-57.198685,19.977478,-57.198685,19.977478,-57.198685,19.977478,-57.198685,19.977478,-57.198685
Extreme,geo_predictor_nn_897e_256b_956k.pth,36.912994,28.226257,36.912994,28.226257,36.912994,28.226257,36.912994,28.226257,36.912994,28.226257
Extreme,geo_predictor_nn_897e_256b_962k.pth,10.761353,76.1199,10.761353,76.1199,10.761353,76.1199,10.761353,76.1199,10.761353,76.1199
Extreme,geo_predictor_nn_897e_256b_962k.pth,59.97998,26.437363,59.97998,26.437363,59.97998,26.437363,59.97998,26.437363,59.97998,26.437363
Extreme,geo_predictor_nn_897e_256b_962k.pth,63.52092,53.75206,63.52092,53.75206,63.52092,53.75206,63.52092,53.75206,63.52092,53.75206
Extreme,geo_predictor_nn_897e_256b_962k.pth,32.216873,-40.507202,32.216873,-40.507202,32.216873,-40.507202,32.216873,-40.507202,32.216873,-40.507202
Extreme,geo_predictor_nn_897e_256b_962k.pth,41.652588,21.297714,41.652588,21.297714,41.652588,21.297714,41.652588,21.297714,41.652588,21.297714
Extreme,geo_predictor_nn_897e_256b_974k.pth,5.9370956,61.186417,5.9370956,61.186417,5.9370956,61.186417,5.9370956,61.186417,5.9370956,61.186417
Extreme,geo_predictor_nn_897e_256b_974k.pth,53.91516,23.266418,53.91516,23.266418,53.91516,23.266418,53.91516,23.266418,53.91516,23.266418
Extreme,geo_predictor_nn_897e_256b_974k.pth,65.79672,35.393982,65.79672,35.393982,65.79672,35.393982,65.79672,35.393982,65.79672,35.393982
Extreme,geo_predictor_nn_897e_256b_974k.pth,39.35692,-33.527847,39.35692,-33.527847,39.35692,-33.527847,39.35692,-33.527847,39.35692,-33.527847
Extreme,geo_predictor_nn_897e_256b_974k.pth,36.273315,31.315964,36.273315,31.315964,36.273315,31.315964,36.273315,31.315964,36.273315,31.315964
Extreme,geo_predictor_nn_897e_256b_976k.pth,8.560455,78.91141,8.560455,78.91141,8.560455,78.91141,8.560455,78.91141,8.560455,78.91141
Extreme,geo_predictor_nn_897e_256b_976k.pth,57.222305,27.381912,57.222305,27.381912,57.222305,27.381912,57.222305,27.381912,57.222305,27.381912
Extreme,geo_predictor_nn_897e_256b_976k.pth,62.138184,48.269028,62.138184,48.269028,62.138184,48.269028,62.138184,48.269028,62.138184,48.269028
Extreme,geo_predictor_nn_897e_256b_976k.pth,28.053223,-3.8214264,28.053223,-3.8214264,28.053223,-3.8214264,28.053223,-3.8214264,28.053223,-3.8214264
Extreme,geo_predictor_nn_897e_256b_976k.pth,37.65323,25.356522,37.65323,25.356522,37.65323,25.356522,37.65323,25.356522,37.65323,25.356522
Extreme,geo_predictor_nn_900e_256b_1446k.pth,12.2563095,75.16794,12.2563095,75.16794,12.2563095,75.16794,12.2563095,75.16794,12.2563095,75.16794
Extreme,geo_predictor_nn_900e_256b_1446k.pth,57.36879,30.898987,57.36879,30.898987,57.36879,30.898987,57.36879,30.898987,57.36879,30.898987
Extreme,geo_predictor_nn_900e_256b_1446k.pth,59.484222,53.24182,59.484222,53.24182,59.484222,53.24182,59.484222,53.24182,59.484222,53.24182
Extreme,geo_predictor_nn_900e_256b_1446k.pth,19.516914,-57.44143,19.516914,-57.44143,19.516914,-57.44143,19.516914,-57.44143,19.516914,-57.44143
Extreme,geo_predictor_nn_900e_256b_1446k.pth,34.018234,31.284317,34.018234,31.284317,34.018234,31.284317,34.018234,31.284317,34.018234,31.284317
Chrome,geo_predictor_nn_1000e_1024b_2277k.pth,35.76882,-80.06444,35.76882,-80.06444,35.76882,-80.06444,35.76882,-80.06444,35.76882,-80.06444
Chrome,geo_predictor_nn_1000e_1024b_2277k.pth,52.955,3.19664,52.955,3.19664,52.955,3.19664,52.955,3.19664,52.955,3.19664
Chrome,geo_predictor_nn_1000e_1024b_2277k.pth,49.680054,-19.001907,49.680054,-19.001907,49.680054,-19.001907,49.680054,-19.001907,49.680054,-19.001907
Chrome,geo_predictor_nn_1000e_1024b_2277k.pth,36.016373,-75.66434,36.016373,-75.66434,36.016373,-75.66434,36.016373,-75.66434,36.016373,-75.66434
Chrome,geo_predictor_nn_1000e_1024b_2277k.pth,42.92009,6.3710175,42.92009,6.3710175,42.92009,6.3710175,42.92009,6.3710175,42.92009,6.3710175
Chrome,geo_predictor_nn_1000e_196b_983k.pth,31.472473,-88.71477,31.472473,-88.71477,31.472473,-88.71477,31.472473,-88.71477,31.472473,-88.71477
Chrome,geo_predictor_nn_1000e_196b_983k.pth,55.368103,8.227722,55.368103,8.227722,55.368103,8.227722,55.368103,8.227722,55.368103,8.227722
Chrome,geo_predictor_nn_1000e_196b_983k.pth,51.048126,-2.5369263,51.048126,-2.5369263,51.048126,-2.5369263,51.048126,-2.5369263,51.048126,-2.5369263
Chrome,geo_predictor_nn_1000e_196b_983k.pth,37.044327,-86.222786,37.044327,-86.222786,37.044327,-86.222786,37.044327,-86.222786,37.044327,-86.222786
Chrome,geo_predictor_nn_1000e_196b_983k.pth,48.81311,-2.9464111,48.81311,-2.9464111,48.81311,-2.9464111,48.81311,-2.9464111,48.81311,-2.9464111
Chrome,geo_predictor_nn_1000e_200b_983k.pth,30.129234,-88.09609,30.129234,-88.09609,30.129234,-88.09609,30.129234,-88.09609,30.129234,-88.09609
Chrome,geo_predictor_nn_1000e_200b_983k.pth,51.512695,-40.278442,51.512695,-40.278442,51.512695,-40.278442,51.512695,-40.278442,51.512695,-40.278442
Chrome,geo_predictor_nn_1000e_200b_983k.pth,44.038513,-26.324707,44.038513,-26.324707,44.038513,-26.324707,44.038513,-26.324707,44.038513,-26.324707
Chrome,geo_predictor_nn_1000e_200b_983k.pth,35.896378,-87.84681,35.896378,-87.84681,35.896378,-87.84681,35.896378,-87.84681,35.896378,-87.84681
Chrome,geo_predictor_nn_1000e_200b_983k.pth,42.0737,-57.20472,42.0737,-57.20472,42.0737,-57.20472,42.0737,-57.20472,42.0737,-57.20472
Chrome,geo_predictor_nn_1000e_256b_1042k.pth,31.944366,-91.799255,31.944366,-91.799255,31.944366,-91.799255,31.944366,-91.799255,31.944366,-91.799255
Chrome,geo_predictor_nn_1000e_256b_1042k.pth,50.745163,-34.784836,50.745163,-34.784836,50.745163,-34.784836,50.745163,-34.784836,50.745163,-34.784836
Chrome,geo_predictor_nn_1000e_256b_1042k.pth,50.799835,-8.673447,50.799835,-8.673447,50.799835,-8.673447,50.799835,-8.673447,50.799835,-8.673447
Chrome,geo_predictor_nn_1000e_256b_1042k.pth,33.22763,-89.72844,33.22763,-89.72844,33.22763,-89.72844,33.22763,-89.72844,33.22763,-89.72844
Chrome,geo_predictor_nn_1000e_256b_1042k.pth,46.251434,18.20514,46.251434,18.20514,46.251434,18.20514,46.251434,18.20514,46.251434,18.20514
Chrome,geo_predictor_nn_1000e_256b_1081k.pth,36.779892,-85.46592,36.779892,-85.46592,36.779892,-85.46592,36.779892,-85.46592,36.779892,-85.46592
Chrome,geo_predictor_nn_1000e_256b_1081k.pth,55.048798,8.518417,55.048798,8.518417,55.048798,8.518417,55.048798,8.518417,55.048798,8.518417
Chrome,geo_predictor_nn_1000e_256b_1081k.pth,49.840454,-4.8406525,49.840454,-4.8406525,49.840454,-4.8406525,49.840454,-4.8406525,49.840454,-4.8406525
Chrome,geo_predictor_nn_1000e_256b_1081k.pth,33.53685,-71.42555,33.53685,-71.42555,33.53685,-71.42555,33.53685,-71.42555,33.53685,-71.42555
Chrome,geo_predictor_nn_1000e_256b_1081k.pth,47.118973,11.440216,47.118973,11.440216,47.118973,11.440216,47.118973,11.440216,47.118973,11.440216
Chrome,geo_predictor_nn_1000e_256b_722k.pth,29.866272,-87.78611,29.866272,-87.78611,29.866272,-87.78611,29.866272,-87.78611,29.866272,-87.78611
Chrome,geo_predictor_nn_1000e_256b_722k.pth,58.140503,2.991043,58.140503,2.991043,58.140503,2.991043,58.140503,2.991043,58.140503,2.991043
Chrome,geo_predictor_nn_1000e_256b_722k.pth,43.923767,-72.69389,43.923767,-72.69389,43.923767,-72.69389,43.923767,-72.69389,43.923767,-72.69389
Chrome,geo_predictor_nn_1000e_256b_722k.pth,33.84501,-92.38511,33.84501,-92.38511,33.84501,-92.38511,33.84501,-92.38511,33.84501,-92.38511
Chrome,geo_predictor_nn_1000e_256b_722k.pth,38.697052,-44.173447,38.697052,-44.173447,38.697052,-44.173447,38.697052,-44.173447,38.697052,-44.173447
Chrome,geo_predictor_nn_1000e_256b_865k.pth,33.355576,-90.80696,33.355576,-90.80696,33.355576,-90.80696,33.355576,-90.80696,33.355576,-90.80696
Chrome,geo_predictor_nn_1000e_256b_865k.pth,58.88391,-2.6637268,58.88391,-2.6637268,58.88391,-2.6637268,58.88391,-2.6637268,58.88391,-2.6637268
