image_path,cluster_label
D:/GeoGuessrGuessr/geoguesst\21.9404529_120.8388051_Index__Index_3.png,1
D:/GeoGuessrGuessr/geoguesst\21.9404529_120.8388051_Index__Index_4.png,1
D:/GeoGuessrGuessr/geoguesst\21.9404529_120.8388051_Index__Index_5.png,1
D:/GeoGuessrGuessr/geoguesst\21.9404529_120.8388051_Index__Index_6.png,1
D:/GeoGuessrGuessr/geoguesst\21.9404529_120.8388051_Index__Index_7.png,1
D:/GeoGuessrGuessr/geoguesst\21.9410875_87.3780709_Index__Index_2.png,2
D:/GeoGuessrGuessr/geoguesst\21.9410875_87.3780709_Index__Index_3.png,7
D:/GeoGuessrGuessr/geoguesst\21.9410875_87.3780709_Index__Index_4.png,0
D:/GeoGuessrGuessr/geoguesst\21.9410875_87.3780709_Index__Index_5.png,0
D:/GeoGuessrGuessr/geoguesst\21.9410875_87.3780709_Index__Index_6.png,1
D:/GeoGuessrGuessr/geoguesst\21.9410875_87.3780709_Index__Index_7.png,2
D:/GeoGuessrGuessr/geoguesst\21.9426673_77.8710884_Index__Index_2.png,0
D:/GeoGuessrGuessr/geoguesst\21.9426673_77.8710884_Index__Index_3.png,0
D:/GeoGuessrGuessr/geoguesst\21.9426673_77.8710884_Index__Index_4.png,0
D:/GeoGuessrGuessr/geoguesst\21.9426673_77.8710884_Index__Index_5.png,0
D:/GeoGuessrGuessr/geoguesst\21.9426673_77.8710884_Index__Index_6.png,0
D:/GeoGuessrGuessr/geoguesst\21.9426673_77.8710884_Index__Index_7.png,0
D:/GeoGuessrGuessr/geoguesst\21.9514058_76.2117935_Index__Index_2.png,1
D:/GeoGuessrGuessr/geoguesst\21.9514058_76.2117935_Index__Index_3.png,1
D:/GeoGuessrGuessr/geoguesst\21.9514058_76.2117935_Index__Index_4.png,1
D:/GeoGuessrGuessr/geoguesst\21.9514058_76.2117935_Index__Index_5.png,1
D:/GeoGuessrGuessr/geoguesst\21.9514058_76.2117935_Index__Index_6.png,1
D:/GeoGuessrGuessr/geoguesst\21.9514058_76.2117935_Index__Index_7.png,1
D:/GeoGuessrGuessr/geoguesst\21.9928507_120.8221277_Index__Index_2.png,1
D:/GeoGuessrGuessr/geoguesst\21.9928507_120.8221277_Index__Index_3.png,1
D:/GeoGuessrGuessr/geoguesst\21.9928507_120.8221277_Index__Index_4.png,1
D:/GeoGuessrGuessr/geoguesst\21.9928507_120.8221277_Index__Index_5.png,1
D:/GeoGuessrGuessr/geoguesst\21.9928507_120.8221277_Index__Index_6.png,1
D:/GeoGuessrGuessr/geoguesst\21.9928507_120.8221277_Index__Index_7.png,8
D:/GeoGuessrGuessr/geoguesst\22.000221073419652_87.12115521621013_Index__Index_2.png,0
D:/GeoGuessrGuessr/geoguesst\22.000221073419652_87.12115521621013_Index__Index_3.png,0
D:/GeoGuessrGuessr/geoguesst\22.000221073419652_87.12115521621013_Index__Index_4.png,0
D:/GeoGuessrGuessr/geoguesst\22.000221073419652_87.12115521621013_Index__Index_5.png,0
D:/GeoGuessrGuessr/geoguesst\22.000221073419652_87.12115521621013_Index__Index_6.png,0
D:/GeoGuessrGuessr/geoguesst\22.000221073419652_87.12115521621013_Index__Index_7.png,0
D:/GeoGuessrGuessr/geoguesst\22.0068949_120.8243848_Index__Index_2.png,1
D:/GeoGuessrGuessr/geoguesst\22.0068949_120.8243848_Index__Index_3.png,1
D:/GeoGuessrGuessr/geoguesst\22.0068949_120.8243848_Index__Index_4.png,1
D:/GeoGuessrGuessr/geoguesst\22.0068949_120.8243848_Index__Index_5.png,1
D:/GeoGuessrGuessr/geoguesst\22.0068949_120.8243848_Index__Index_6.png,1
D:/GeoGuessrGuessr/geoguesst\22.0068949_120.8243848_Index__Index_7.png,1
D:/GeoGuessrGuessr/geoguesst\22.02414600580967_120.74462509632554_Index__Index_2.png,1
D:/GeoGuessrGuessr/geoguesst\22.02414600580967_120.74462509632554_Index__Index_3.png,1
D:/GeoGuessrGuessr/geoguesst\22.02414600580967_120.74462509632554_Index__Index_4.png,1
D:/GeoGuessrGuessr/geoguesst\22.02414600580967_120.74462509632554_Index__Index_5.png,1
D:/GeoGuessrGuessr/geoguesst\22.02414600580967_120.74462509632554_Index__Index_6.png,1
D:/GeoGuessrGuessr/geoguesst\22.02414600580967_120.74462509632554_Index__Index_7.png,1
D:/GeoGuessrGuessr/geoguesst\22.07951079931643_78.86745615289522_Index__Index_2.png,9
D:/GeoGuessrGuessr/geoguesst\22.07951079931643_78.86745615289522_Index__Index_3.png,9
D:/GeoGuessrGuessr/geoguesst\22.07951079931643_78.86745615289522_Index__Index_4.png,1
D:/GeoGuessrGuessr/geoguesst\22.07951079931643_78.86745615289522_Index__Index_5.png,1
D:/GeoGuessrGuessr/geoguesst\22.07951079931643_78.86745615289522_Index__Index_6.png,1
D:/GeoGuessrGuessr/geoguesst\22.07951079931643_78.86745615289522_Index__Index_7.png,8
D:/GeoGuessrGuessr/geoguesst\22.08448553698743_82.7967272012745_Index__Index_2.png,1
D:/GeoGuessrGuessr/geoguesst\22.08448553698743_82.7967272012745_Index__Index_3.png,1
D:/GeoGuessrGuessr/geoguesst\22.08448553698743_82.7967272012745_Index__Index_4.png,1
D:/GeoGuessrGuessr/geoguesst\22.08448553698743_82.7967272012745_Index__Index_5.png,1
D:/GeoGuessrGuessr/geoguesst\22.08448553698743_82.7967272012745_Index__Index_6.png,1
D:/GeoGuessrGuessr/geoguesst\22.08448553698743_82.7967272012745_Index__Index_7.png,0
D:/GeoGuessrGuessr/geoguesst\22.090437955955494_73.57666181866477_Index__Index_2.png,7
D:/GeoGuessrGuessr/geoguesst\22.090437955955494_73.57666181866477_Index__Index_3.png,7
D:/GeoGuessrGuessr/geoguesst\22.090437955955494_73.57666181866477_Index__Index_4.png,7
D:/GeoGuessrGuessr/geoguesst\22.090437955955494_73.57666181866477_Index__Index_5.png,7
D:/GeoGuessrGuessr/geoguesst\22.090437955955494_73.57666181866477_Index__Index_6.png,4
D:/GeoGuessrGuessr/geoguesst\22.090437955955494_73.57666181866477_Index__Index_7.png,4
D:/GeoGuessrGuessr/geoguesst\22.0964116_89.9506428_Index__Index_1.png,4
D:/GeoGuessrGuessr/geoguesst\22.0964116_89.9506428_Index__Index_2.png,4
D:/GeoGuessrGuessr/geoguesst\22.0964116_89.9506428_Index__Index_3.png,4
D:/GeoGuessrGuessr/geoguesst\22.0964116_89.9506428_Index__Index_4.png,4
D:/GeoGuessrGuessr/geoguesst\22.0964116_89.9506428_Index__Index_5.png,4
D:/GeoGuessrGuessr/geoguesst\22.0964116_89.9506428_Index__Index_6.png,4
D:/GeoGuessrGuessr/geoguesst\22.0964116_89.9506428_Index__Index_7.png,4
D:/GeoGuessrGuessr/geoguesst\22.0964116_89.9506428_Index__Index_8.png,4
D:/GeoGuessrGuessr/geoguesst\22.1224076_75.9741569_Index__Index_2.png,1
D:/GeoGuessrGuessr/geoguesst\22.1224076_75.9741569_Index__Index_3.png,1
D:/GeoGuessrGuessr/geoguesst\22.1224076_75.9741569_Index__Index_4.png,0
D:/GeoGuessrGuessr/geoguesst\22.1224076_75.9741569_Index__Index_5.png,0
D:/GeoGuessrGuessr/geoguesst\22.1224076_75.9741569_Index__Index_6.png,0
D:/GeoGuessrGuessr/geoguesst\22.1224076_75.9741569_Index__Index_7.png,0
D:/GeoGuessrGuessr/geoguesst\22.1431948_-98.5235355_Index__Index_2.png,9
D:/GeoGuessrGuessr/geoguesst\22.1431948_-98.5235355_Index__Index_3.png,1
D:/GeoGuessrGuessr/geoguesst\22.1431948_-98.5235355_Index__Index_4.png,1
D:/GeoGuessrGuessr/geoguesst\22.1431948_-98.5235355_Index__Index_5.png,9
D:/GeoGuessrGuessr/geoguesst\22.1431948_-98.5235355_Index__Index_6.png,7
D:/GeoGuessrGuessr/geoguesst\22.1431948_-98.5235355_Index__Index_7.png,9
D:/GeoGuessrGuessr/geoguesst\22.1451008_81.2979645_Index__Index_2.png,7
D:/GeoGuessrGuessr/geoguesst\22.1451008_81.2979645_Index__Index_3.png,7
D:/GeoGuessrGuessr/geoguesst\22.1451008_81.2979645_Index__Index_4.png,1
D:/GeoGuessrGuessr/geoguesst\22.1451008_81.2979645_Index__Index_5.png,1
D:/GeoGuessrGuessr/geoguesst\22.1451008_81.2979645_Index__Index_6.png,1
D:/GeoGuessrGuessr/geoguesst\22.1451008_81.2979645_Index__Index_7.png,1
D:/GeoGuessrGuessr/geoguesst\22.1506301_113.5629201_Index__Index_2.png,2
D:/GeoGuessrGuessr/geoguesst\22.1506301_113.5629201_Index__Index_3.png,2
D:/GeoGuessrGuessr/geoguesst\22.1506301_113.5629201_Index__Index_4.png,8
D:/GeoGuessrGuessr/geoguesst\22.1506301_113.5629201_Index__Index_5.png,1
D:/GeoGuessrGuessr/geoguesst\22.1506301_113.5629201_Index__Index_6.png,1
D:/GeoGuessrGuessr/geoguesst\22.1506301_113.5629201_Index__Index_7.png,8
D:/GeoGuessrGuessr/geoguesst\22.15127211928306_113.56352648313094_Index__Index_2.png,2
D:/GeoGuessrGuessr/geoguesst\22.15127211928306_113.56352648313094_Index__Index_3.png,2
D:/GeoGuessrGuessr/geoguesst\22.15127211928306_113.56352648313094_Index__Index_4.png,2
D:/GeoGuessrGuessr/geoguesst\22.15127211928306_113.56352648313094_Index__Index_5.png,2
D:/GeoGuessrGuessr/geoguesst\22.15127211928306_113.56352648313094_Index__Index_6.png,2
D:/GeoGuessrGuessr/geoguesst\22.15127211928306_113.56352648313094_Index__Index_7.png,2
D:/GeoGuessrGuessr/geoguesst\22.152056422555066_113.564574875801_Index__Index_2.png,2
D:/GeoGuessrGuessr/geoguesst\22.152056422555066_113.564574875801_Index__Index_3.png,2
D:/GeoGuessrGuessr/geoguesst\22.152056422555066_113.564574875801_Index__Index_4.png,2
D:/GeoGuessrGuessr/geoguesst\22.152056422555066_113.564574875801_Index__Index_5.png,2
D:/GeoGuessrGuessr/geoguesst\22.152056422555066_113.564574875801_Index__Index_6.png,2
D:/GeoGuessrGuessr/geoguesst\22.152056422555066_113.564574875801_Index__Index_7.png,2
D:/GeoGuessrGuessr/geoguesst\22.153289632991257_113.57053839675022_Index__Index_2.png,2
D:/GeoGuessrGuessr/geoguesst\22.153289632991257_113.57053839675022_Index__Index_3.png,2
D:/GeoGuessrGuessr/geoguesst\22.153289632991257_113.57053839675022_Index__Index_4.png,2
D:/GeoGuessrGuessr/geoguesst\22.153289632991257_113.57053839675022_Index__Index_5.png,2
D:/GeoGuessrGuessr/geoguesst\22.153289632991257_113.57053839675022_Index__Index_6.png,2
D:/GeoGuessrGuessr/geoguesst\22.153289632991257_113.57053839675022_Index__Index_7.png,2
D:/GeoGuessrGuessr/geoguesst\22.15365573894345_113.56556809686128_Index__Index_2.png,2
D:/GeoGuessrGuessr/geoguesst\22.15365573894345_113.56556809686128_Index__Index_3.png,2
D:/GeoGuessrGuessr/geoguesst\22.15365573894345_113.56556809686128_Index__Index_4.png,8
D:/GeoGuessrGuessr/geoguesst\22.15365573894345_113.56556809686128_Index__Index_5.png,8
D:/GeoGuessrGuessr/geoguesst\22.15365573894345_113.56556809686128_Index__Index_6.png,2
D:/GeoGuessrGuessr/geoguesst\22.15365573894345_113.56556809686128_Index__Index_7.png,2
D:/GeoGuessrGuessr/geoguesst\22.153901163324356_113.5668803527257_Index__Index_2.png,2
D:/GeoGuessrGuessr/geoguesst\22.153901163324356_113.5668803527257_Index__Index_3.png,1
D:/GeoGuessrGuessr/geoguesst\22.153901163324356_113.5668803527257_Index__Index_4.png,8
D:/GeoGuessrGuessr/geoguesst\22.153901163324356_113.5668803527257_Index__Index_5.png,2
D:/GeoGuessrGuessr/geoguesst\22.153901163324356_113.5668803527257_Index__Index_6.png,2
D:/GeoGuessrGuessr/geoguesst\22.153901163324356_113.5668803527257_Index__Index_7.png,2
D:/GeoGuessrGuessr/geoguesst\22.154218890344225_113.56979615784356_Index__Index_2.png,1
D:/GeoGuessrGuessr/geoguesst\22.154218890344225_113.56979615784356_Index__Index_3.png,2
D:/GeoGuessrGuessr/geoguesst\22.154218890344225_113.56979615784356_Index__Index_4.png,2
D:/GeoGuessrGuessr/geoguesst\22.154218890344225_113.56979615784356_Index__Index_5.png,1
D:/GeoGuessrGuessr/geoguesst\22.154218890344225_113.56979615784356_Index__Index_6.png,2
D:/GeoGuessrGuessr/geoguesst\22.154218890344225_113.56979615784356_Index__Index_7.png,1
D:/GeoGuessrGuessr/geoguesst\22.154349555616324_113.56124801913926_Index__Index_2.png,7
D:/GeoGuessrGuessr/geoguesst\22.154349555616324_113.56124801913926_Index__Index_3.png,7
D:/GeoGuessrGuessr/geoguesst\22.154349555616324_113.56124801913926_Index__Index_4.png,7
D:/GeoGuessrGuessr/geoguesst\22.154349555616324_113.56124801913926_Index__Index_5.png,1
D:/GeoGuessrGuessr/geoguesst\22.154349555616324_113.56124801913926_Index__Index_6.png,1
D:/GeoGuessrGuessr/geoguesst\22.154349555616324_113.56124801913926_Index__Index_7.png,8
D:/GeoGuessrGuessr/geoguesst\22.154377308568435_113.56998058654159_Index__Index_2.png,1
D:/GeoGuessrGuessr/geoguesst\22.154377308568435_113.56998058654159_Index__Index_3.png,2
D:/GeoGuessrGuessr/geoguesst\22.154377308568435_113.56998058654159_Index__Index_4.png,2
D:/GeoGuessrGuessr/geoguesst\22.154377308568435_113.56998058654159_Index__Index_5.png,1
D:/GeoGuessrGuessr/geoguesst\22.154377308568435_113.56998058654159_Index__Index_6.png,2
D:/GeoGuessrGuessr/geoguesst\22.154377308568435_113.56998058654159_Index__Index_7.png,1
D:/GeoGuessrGuessr/geoguesst\22.154443711633_113.5607359890974_Index__Index_2.png,7
D:/GeoGuessrGuessr/geoguesst\22.154443711633_113.5607359890974_Index__Index_3.png,7
D:/GeoGuessrGuessr/geoguesst\22.154443711633_113.5607359890974_Index__Index_4.png,2
D:/GeoGuessrGuessr/geoguesst\22.154443711633_113.5607359890974_Index__Index_5.png,1
D:/GeoGuessrGuessr/geoguesst\22.154443711633_113.5607359890974_Index__Index_6.png,1
D:/GeoGuessrGuessr/geoguesst\22.154443711633_113.5607359890974_Index__Index_7.png,8
D:/GeoGuessrGuessr/geoguesst\22.154498671661138_113.56125923008067_Index__Index_2.png,7
D:/GeoGuessrGuessr/geoguesst\22.154498671661138_113.56125923008067_Index__Index_3.png,7
D:/GeoGuessrGuessr/geoguesst\22.154498671661138_113.56125923008067_Index__Index_4.png,7
D:/GeoGuessrGuessr/geoguesst\22.154498671661138_113.56125923008067_Index__Index_5.png,1
D:/GeoGuessrGuessr/geoguesst\22.154498671661138_113.56125923008067_Index__Index_6.png,1
D:/GeoGuessrGuessr/geoguesst\22.154498671661138_113.56125923008067_Index__Index_7.png,8
D:/GeoGuessrGuessr/geoguesst\22.15463320616904_113.55972082952297_Index__Index_2.png,2
D:/GeoGuessrGuessr/geoguesst\22.15463320616904_113.55972082952297_Index__Index_3.png,2
D:/GeoGuessrGuessr/geoguesst\22.15463320616904_113.55972082952297_Index__Index_4.png,2
D:/GeoGuessrGuessr/geoguesst\22.15463320616904_113.55972082952297_Index__Index_5.png,2
D:/GeoGuessrGuessr/geoguesst\22.15463320616904_113.55972082952297_Index__Index_6.png,2
D:/GeoGuessrGuessr/geoguesst\22.15463320616904_113.55972082952297_Index__Index_7.png,2
D:/GeoGuessrGuessr/geoguesst\22.154692119337202_113.56085515665075_Index__Index_2.png,7
D:/GeoGuessrGuessr/geoguesst\22.154692119337202_113.56085515665075_Index__Index_3.png,7
D:/GeoGuessrGuessr/geoguesst\22.154692119337202_113.56085515665075_Index__Index_4.png,1
D:/GeoGuessrGuessr/geoguesst\22.154692119337202_113.56085515665075_Index__Index_5.png,1
D:/GeoGuessrGuessr/geoguesst\22.154692119337202_113.56085515665075_Index__Index_6.png,1
D:/GeoGuessrGuessr/geoguesst\22.154692119337202_113.56085515665075_Index__Index_7.png,8
D:/GeoGuessrGuessr/geoguesst\22.155194537080977_113.56720528503512_Index__Index_2.png,7
D:/GeoGuessrGuessr/geoguesst\22.155194537080977_113.56720528503512_Index__Index_3.png,7
D:/GeoGuessrGuessr/geoguesst\22.155194537080977_113.56720528503512_Index__Index_4.png,7
D:/GeoGuessrGuessr/geoguesst\22.155194537080977_113.56720528503512_Index__Index_5.png,7
D:/GeoGuessrGuessr/geoguesst\22.155194537080977_113.56720528503512_Index__Index_6.png,7
D:/GeoGuessrGuessr/geoguesst\22.155194537080977_113.56720528503512_Index__Index_7.png,7
D:/GeoGuessrGuessr/geoguesst\22.1552151_113.5555401_Index__Index_2.png,2
D:/GeoGuessrGuessr/geoguesst\22.1552151_113.5555401_Index__Index_3.png,2
D:/GeoGuessrGuessr/geoguesst\22.1552151_113.5555401_Index__Index_4.png,2
D:/GeoGuessrGuessr/geoguesst\22.1552151_113.5555401_Index__Index_5.png,2
D:/GeoGuessrGuessr/geoguesst\22.1552151_113.5555401_Index__Index_6.png,2
D:/GeoGuessrGuessr/geoguesst\22.1552151_113.5555401_Index__Index_7.png,2
D:/GeoGuessrGuessr/geoguesst\22.155672331012735_113.56850631047789_Index__Index_2.png,2
D:/GeoGuessrGuessr/geoguesst\22.155672331012735_113.56850631047789_Index__Index_3.png,2
D:/GeoGuessrGuessr/geoguesst\22.155672331012735_113.56850631047789_Index__Index_4.png,2
D:/GeoGuessrGuessr/geoguesst\22.155672331012735_113.56850631047789_Index__Index_5.png,2
D:/GeoGuessrGuessr/geoguesst\22.155672331012735_113.56850631047789_Index__Index_6.png,2
D:/GeoGuessrGuessr/geoguesst\22.155672331012735_113.56850631047789_Index__Index_7.png,2
D:/GeoGuessrGuessr/geoguesst\22.15585151064671_113.55761663349945_Index__Index_2.png,2
D:/GeoGuessrGuessr/geoguesst\22.15585151064671_113.55761663349945_Index__Index_3.png,2
D:/GeoGuessrGuessr/geoguesst\22.15585151064671_113.55761663349945_Index__Index_4.png,2
D:/GeoGuessrGuessr/geoguesst\22.15585151064671_113.55761663349945_Index__Index_5.png,2
D:/GeoGuessrGuessr/geoguesst\22.15585151064671_113.55761663349945_Index__Index_6.png,2
D:/GeoGuessrGuessr/geoguesst\22.15585151064671_113.55761663349945_Index__Index_7.png,2
D:/GeoGuessrGuessr/geoguesst\22.156108828910867_113.55391914169434_Index__Index_2.png,2
D:/GeoGuessrGuessr/geoguesst\22.156108828910867_113.55391914169434_Index__Index_3.png,2
D:/GeoGuessrGuessr/geoguesst\22.156108828910867_113.55391914169434_Index__Index_4.png,2
D:/GeoGuessrGuessr/geoguesst\22.156108828910867_113.55391914169434_Index__Index_5.png,2
D:/GeoGuessrGuessr/geoguesst\22.156108828910867_113.55391914169434_Index__Index_6.png,2
D:/GeoGuessrGuessr/geoguesst\22.156108828910867_113.55391914169434_Index__Index_7.png,2
D:/GeoGuessrGuessr/geoguesst\22.15620595031028_113.55546045413358_Index__Index_2.png,0
D:/GeoGuessrGuessr/geoguesst\22.15620595031028_113.55546045413358_Index__Index_3.png,0
D:/GeoGuessrGuessr/geoguesst\22.15620595031028_113.55546045413358_Index__Index_4.png,0
D:/GeoGuessrGuessr/geoguesst\22.15620595031028_113.55546045413358_Index__Index_5.png,0
D:/GeoGuessrGuessr/geoguesst\22.15620595031028_113.55546045413358_Index__Index_6.png,0
D:/GeoGuessrGuessr/geoguesst\22.15620595031028_113.55546045413358_Index__Index_7.png,2
D:/GeoGuessrGuessr/geoguesst\22.156391181606683_113.5524302750886_Index__Index_2.png,2
D:/GeoGuessrGuessr/geoguesst\22.156391181606683_113.5524302750886_Index__Index_3.png,2
D:/GeoGuessrGuessr/geoguesst\22.156391181606683_113.5524302750886_Index__Index_4.png,2
D:/GeoGuessrGuessr/geoguesst\22.156391181606683_113.5524302750886_Index__Index_5.png,2
D:/GeoGuessrGuessr/geoguesst\22.156391181606683_113.5524302750886_Index__Index_6.png,2
D:/GeoGuessrGuessr/geoguesst\22.156391181606683_113.5524302750886_Index__Index_7.png,2
D:/GeoGuessrGuessr/geoguesst\22.156708129160176_113.56892426029422_Index__Index_2.png,7
D:/GeoGuessrGuessr/geoguesst\22.156708129160176_113.56892426029422_Index__Index_3.png,7
D:/GeoGuessrGuessr/geoguesst\22.156708129160176_113.56892426029422_Index__Index_4.png,1
D:/GeoGuessrGuessr/geoguesst\22.156708129160176_113.56892426029422_Index__Index_5.png,1
D:/GeoGuessrGuessr/geoguesst\22.156708129160176_113.56892426029422_Index__Index_6.png,7
D:/GeoGuessrGuessr/geoguesst\22.156708129160176_113.56892426029422_Index__Index_7.png,7
D:/GeoGuessrGuessr/geoguesst\22.157059592480284_113.55649259542966_Index__Index_2.png,2
D:/GeoGuessrGuessr/geoguesst\22.157059592480284_113.55649259542966_Index__Index_3.png,2
D:/GeoGuessrGuessr/geoguesst\22.157059592480284_113.55649259542966_Index__Index_4.png,2
D:/GeoGuessrGuessr/geoguesst\22.157059592480284_113.55649259542966_Index__Index_5.png,2
D:/GeoGuessrGuessr/geoguesst\22.157059592480284_113.55649259542966_Index__Index_6.png,2
D:/GeoGuessrGuessr/geoguesst\22.157059592480284_113.55649259542966_Index__Index_7.png,2
D:/GeoGuessrGuessr/geoguesst\22.157410879474682_113.55684650329685_Index__Index_2.png,2
D:/GeoGuessrGuessr/geoguesst\22.157410879474682_113.55684650329685_Index__Index_3.png,2
D:/GeoGuessrGuessr/geoguesst\22.157410879474682_113.55684650329685_Index__Index_4.png,2
D:/GeoGuessrGuessr/geoguesst\22.157410879474682_113.55684650329685_Index__Index_5.png,2
D:/GeoGuessrGuessr/geoguesst\22.157410879474682_113.55684650329685_Index__Index_6.png,2
D:/GeoGuessrGuessr/geoguesst\22.157410879474682_113.55684650329685_Index__Index_7.png,2
D:/GeoGuessrGuessr/geoguesst\22.15742540203037_113.569803188163_Index__Index_2.png,7
D:/GeoGuessrGuessr/geoguesst\22.15742540203037_113.569803188163_Index__Index_3.png,7
D:/GeoGuessrGuessr/geoguesst\22.15742540203037_113.569803188163_Index__Index_4.png,1
D:/GeoGuessrGuessr/geoguesst\22.15742540203037_113.569803188163_Index__Index_5.png,7
D:/GeoGuessrGuessr/geoguesst\22.15742540203037_113.569803188163_Index__Index_6.png,7
D:/GeoGuessrGuessr/geoguesst\22.15742540203037_113.569803188163_Index__Index_7.png,7
D:/GeoGuessrGuessr/geoguesst\22.157669827554937_113.55667345837318_Index__Index_2.png,2
D:/GeoGuessrGuessr/geoguesst\22.157669827554937_113.55667345837318_Index__Index_3.png,2
D:/GeoGuessrGuessr/geoguesst\22.157669827554937_113.55667345837318_Index__Index_4.png,2
D:/GeoGuessrGuessr/geoguesst\22.157669827554937_113.55667345837318_Index__Index_5.png,2
D:/GeoGuessrGuessr/geoguesst\22.157669827554937_113.55667345837318_Index__Index_6.png,2
D:/GeoGuessrGuessr/geoguesst\22.157669827554937_113.55667345837318_Index__Index_7.png,2
D:/GeoGuessrGuessr/geoguesst\22.15802023954541_113.55554937236053_Index__Index_2.png,2
D:/GeoGuessrGuessr/geoguesst\22.15802023954541_113.55554937236053_Index__Index_3.png,2
D:/GeoGuessrGuessr/geoguesst\22.15802023954541_113.55554937236053_Index__Index_4.png,2
D:/GeoGuessrGuessr/geoguesst\22.15802023954541_113.55554937236053_Index__Index_5.png,2
D:/GeoGuessrGuessr/geoguesst\22.15802023954541_113.55554937236053_Index__Index_6.png,2
D:/GeoGuessrGuessr/geoguesst\22.15802023954541_113.55554937236053_Index__Index_7.png,2
D:/GeoGuessrGuessr/geoguesst\22.1859426_90.013094_Index__Index_1.png,6
D:/GeoGuessrGuessr/geoguesst\22.1859426_90.013094_Index__Index_2.png,6
D:/GeoGuessrGuessr/geoguesst\22.1859426_90.013094_Index__Index_3.png,3
D:/GeoGuessrGuessr/geoguesst\22.1859426_90.013094_Index__Index_4.png,5
D:/GeoGuessrGuessr/geoguesst\22.1859426_90.013094_Index__Index_5.png,5
D:/GeoGuessrGuessr/geoguesst\22.1859426_90.013094_Index__Index_6.png,5
D:/GeoGuessrGuessr/geoguesst\22.1859426_90.013094_Index__Index_7.png,4
D:/GeoGuessrGuessr/geoguesst\22.1859426_90.013094_Index__Index_8.png,4
D:/GeoGuessrGuessr/geoguesst\22.1860058_113.5369635_Index__Index_2.png,2
D:/GeoGuessrGuessr/geoguesst\22.1860058_113.5369635_Index__Index_3.png,2
D:/GeoGuessrGuessr/geoguesst\22.1860058_113.5369635_Index__Index_4.png,2
D:/GeoGuessrGuessr/geoguesst\22.1860058_113.5369635_Index__Index_5.png,1
D:/GeoGuessrGuessr/geoguesst\22.1860058_113.5369635_Index__Index_6.png,2
D:/GeoGuessrGuessr/geoguesst\22.1860058_113.5369635_Index__Index_7.png,2
D:/GeoGuessrGuessr/geoguesst\22.18852911687803_113.54946033404802_Index__Index_2.png,2
D:/GeoGuessrGuessr/geoguesst\22.18852911687803_113.54946033404802_Index__Index_3.png,2
D:/GeoGuessrGuessr/geoguesst\22.18852911687803_113.54946033404802_Index__Index_4.png,2
D:/GeoGuessrGuessr/geoguesst\22.18852911687803_113.54946033404802_Index__Index_5.png,2
D:/GeoGuessrGuessr/geoguesst\22.18852911687803_113.54946033404802_Index__Index_6.png,2
D:/GeoGuessrGuessr/geoguesst\22.18852911687803_113.54946033404802_Index__Index_7.png,2
D:/GeoGuessrGuessr/geoguesst\22.18892817596527_113.54868720919707_Index__Index_2.png,2
D:/GeoGuessrGuessr/geoguesst\22.18892817596527_113.54868720919707_Index__Index_3.png,2
D:/GeoGuessrGuessr/geoguesst\22.18892817596527_113.54868720919707_Index__Index_4.png,2
D:/GeoGuessrGuessr/geoguesst\22.18892817596527_113.54868720919707_Index__Index_5.png,2
D:/GeoGuessrGuessr/geoguesst\22.18892817596527_113.54868720919707_Index__Index_6.png,2
D:/GeoGuessrGuessr/geoguesst\22.18892817596527_113.54868720919707_Index__Index_7.png,2
D:/GeoGuessrGuessr/geoguesst\22.1890982_113.5478991_Index__Index_2.png,2
D:/GeoGuessrGuessr/geoguesst\22.1890982_113.5478991_Index__Index_3.png,2
D:/GeoGuessrGuessr/geoguesst\22.1890982_113.5478991_Index__Index_4.png,2
D:/GeoGuessrGuessr/geoguesst\22.1890982_113.5478991_Index__Index_5.png,2
D:/GeoGuessrGuessr/geoguesst\22.1890982_113.5478991_Index__Index_6.png,2
D:/GeoGuessrGuessr/geoguesst\22.1890982_113.5478991_Index__Index_7.png,2
D:/GeoGuessrGuessr/geoguesst\22.189144687278716_113.55016223530852_Index__Index_2.png,2
D:/GeoGuessrGuessr/geoguesst\22.189144687278716_113.55016223530852_Index__Index_3.png,2
D:/GeoGuessrGuessr/geoguesst\22.189144687278716_113.55016223530852_Index__Index_4.png,2
D:/GeoGuessrGuessr/geoguesst\22.189144687278716_113.55016223530852_Index__Index_5.png,2
D:/GeoGuessrGuessr/geoguesst\22.189144687278716_113.55016223530852_Index__Index_6.png,2
D:/GeoGuessrGuessr/geoguesst\22.189144687278716_113.55016223530852_Index__Index_7.png,2
D:/GeoGuessrGuessr/geoguesst\22.189340320263543_113.54746824788198_Index__Index_2.png,2
D:/GeoGuessrGuessr/geoguesst\22.189340320263543_113.54746824788198_Index__Index_3.png,2
D:/GeoGuessrGuessr/geoguesst\22.189340320263543_113.54746824788198_Index__Index_4.png,2
D:/GeoGuessrGuessr/geoguesst\22.189340320263543_113.54746824788198_Index__Index_5.png,2
D:/GeoGuessrGuessr/geoguesst\22.189340320263543_113.54746824788198_Index__Index_6.png,2
D:/GeoGuessrGuessr/geoguesst\22.189340320263543_113.54746824788198_Index__Index_7.png,2
D:/GeoGuessrGuessr/geoguesst\22.18956066879207_113.55194732177372_Index__Index_2.png,2
D:/GeoGuessrGuessr/geoguesst\22.18956066879207_113.55194732177372_Index__Index_3.png,2
